0;101;0;0
0;102;0;0
0;103;0;0
0;104;0;0
0;105;0;0
0;106;0;0
0;107;0;0
0;108;0;0
0;109;0;0
0;110;0;0
0;111;0;0
0;112;0;0
0;113;0;0
0;114;0;0
0;115;0;0
0;116;0;0
0;117;0;0
0;118;0;0
0;119;0;0
0;120;0;0
0;121;0;0
0;122;0;0
0;123;0;0
0;124;0;0
0;125;0;0
0;126;0;0
0;127;0;0
0;128;0;0
0;129;0;0
0;130;0;0
0;131;0;1
0;132;0;1
0;133;0;1
0;134;0;1
0;135;0;1
0;136;0;1
0;137;0;1
0;138;0;1
0;139;0;1
0;140;0;1
0;141;0;2
0;142;0;2
0;143;0;2
0;144;0;2
0;145;0;2
0;146;0;2
0;147;0;2
0;148;0;2
0;149;0;2
0;150;0;2
1;201;0;1
1;202;0;1
1;203;0;1
1;204;0;1
1;205;0;1
1;206;0;1
1;207;0;1
1;208;0;1
1;209;0;1
1;210;0;1
1;211;0;1
1;212;0;1
1;213;0;1
1;214;0;1
1;215;0;1
1;216;0;2
1;217;0;2
1;218;0;2
1;219;0;2
1;220;0;2
1;221;0;2
1;222;0;2
1;223;0;2
1;224;0;2
1;225;0;2
1;226;0;2
1;227;0;2
1;228;0;2
1;229;0;2
1;230;0;2
2;301;0;0
2;302;0;0
2;303;0;0
2;304;0;0
2;305;0;0
2;306;0;0
2;307;0;0
2;308;0;0
2;309;0;0
2;310;0;0
2;311;0;1
2;312;1;1
2;313;0;1
2;314;0;1
2;315;0;1
2;316;0;2
2;317;0;2
2;318;0;2
2;319;0;2
2;320;0;2
